Raw Data 		Experiment - 20171011_conc_LPS_Hannah01 (Run on LCS480 1.5.1.62)
SamplePos	SampleName	Prog#	Seg#	Cycle#	Time	Temp	465-510	
A1	Standard	2	3	1	414240	71.87	1.75
A1	Standard	2	3	2	516120	71.9	1.79
A1	Standard	2	3	3	618020	71.9	1.81
A1	Standard	2	3	4	719930	71.89	1.82
A1	Standard	2	3	5	821830	71.89	1.84
A1	Standard	2	3	6	923720	71.89	1.84
A1	Standard	2	3	7	1025620	71.92	1.86
A1	Standard	2	3	8	1127520	71.92	1.87
A1	Standard	2	3	9	1229420	71.88	1.88
A1	Standard	2	3	10	1331320	71.91	1.88
A1	Standard	2	3	11	1433220	71.91	1.89
A1	Standard	2	3	12	1535120	71.88	1.90
A1	Standard	2	3	13	1637030	71.91	1.92
A1	Standard	2	3	14	1739040	71.91	1.93
A1	Standard	2	3	15	1840940	71.91	1.93
A1	Standard	2	3	16	1942920	71.9	1.95
A1	Standard	2	3	17	2044830	71.9	1.97
A1	Standard	2	3	18	2146730	71.9	1.99
A1	Standard	2	3	19	2248630	71.9	2.04
A1	Standard	2	3	20	2350530	71.9	2.11
A1	Standard	2	3	21	2452430	71.9	2.25
A1	Standard	2	3	22	2554330	71.9	2.52
A1	Standard	2	3	23	2656230	71.9	3.03
A1	Standard	2	3	24	2758140	71.9	3.97
A1	Standard	2	3	25	2860030	71.9	5.59
A1	Standard	2	3	26	2961930	71.9	8.06
A1	Standard	2	3	27	3063830	71.89	11.06
A1	Standard	2	3	28	3165730	71.89	14.09
A1	Standard	2	3	29	3267630	71.89	16.84
A1	Standard	2	3	30	3369530	71.89	19.36
A1	Standard	2	3	31	3471420	71.89	21.79
A1	Standard	2	3	32	3573330	71.92	23.90
A1	Standard	2	3	33	3675230	71.89	25.92
A1	Standard	2	3	34	3777130	71.89	27.72
A1	Standard	2	3	35	3879030	71.89	29.34
A1	Standard	2	3	36	3980930	71.92	30.82
A1	Standard	2	3	37	4082830	71.89	32.23
A1	Standard	2	3	38	4184730	71.92	33.50
A1	Standard	2	3	39	4286630	71.92	34.67
A1	Standard	2	3	40	4388530	71.92	35.76
A1	Standard	2	3	41	4490440	71.89	36.82
A1	Standard	2	3	42	4592340	71.92	37.77
A1	Standard	2	3	43	4694230	71.88	38.66
A1	Standard	2	3	44	4796140	71.88	39.44
A1	Standard	2	3	45	4898040	71.91	40.22
A1	Standard	3	3	1	4991610	64.93	54.30
A1	Standard	3	3	1	4992600	64.71	54.53
A1	Standard	3	3	1	4993590	64.42	54.82
A1	Standard	3	3	1	4994590	64.71	54.66
A1	Standard	3	3	1	4995580	65.19	54.41
A1	Standard	3	3	1	4996570	65.56	53.99
A1	Standard	3	3	1	4997570	65.78	53.52
A1	Standard	3	3	1	4998580	66.05	53.07
A1	Standard	3	3	1	4999590	66.32	52.61
A1	Standard	3	3	1	5000580	66.56	52.29
A1	Standard	3	3	1	5001580	66.77	51.80
A1	Standard	3	3	1	5002600	67	51.35
A1	Standard	3	3	1	5003610	67.27	50.89
A1	Standard	3	3	1	5004610	67.47	50.75
A1	Standard	3	3	1	5005610	67.65	50.17
A1	Standard	3	3	1	5006610	67.9	49.77
A1	Standard	3	3	1	5007610	68.13	49.39
A1	Standard	3	3	1	5008620	68.31	48.95
A1	Standard	3	3	1	5009620	68.51	48.69
A1	Standard	3	3	1	5010620	68.71	48.22
A1	Standard	3	3	1	5011630	68.95	47.88
A1	Standard	3	3	1	5012630	69.17	47.51
A1	Standard	3	3	1	5013620	69.36	47.10
A1	Standard	3	3	1	5014610	69.57	46.76
A1	Standard	3	3	1	5015620	69.81	46.31
A1	Standard	3	3	1	5016620	70	45.95
A1	Standard	3	3	1	5017630	70.21	45.65
A1	Standard	3	3	1	5018610	70.39	45.34
A1	Standard	3	3	1	5019610	70.61	44.87
A1	Standard	3	3	1	5020610	70.82	44.60
A1	Standard	3	3	1	5021600	71.03	44.16
A1	Standard	3	3	1	5022600	71.19	43.77
A1	Standard	3	3	1	5023610	71.43	43.42
A1	Standard	3	3	1	5024610	71.66	43.04
A1	Standard	3	3	1	5025620	71.87	42.70
A1	Standard	3	3	1	5026610	72.08	42.30
A1	Standard	3	3	1	5027620	72.26	42.03
A1	Standard	3	3	1	5028600	72.46	41.63
A1	Standard	3	3	1	5029600	72.69	41.29
A1	Standard	3	3	1	5030590	72.86	40.94
A1	Standard	3	3	1	5031590	73.07	40.55
A1	Standard	3	3	1	5032590	73.27	40.23
A1	Standard	3	3	1	5033600	73.49	39.85
A1	Standard	3	3	1	5034590	73.73	39.47
A1	Standard	3	3	1	5035590	73.9	39.22
A1	Standard	3	3	1	5036610	74.13	38.82
A1	Standard	3	3	1	5037610	74.37	38.53
A1	Standard	3	3	1	5038600	74.54	38.26
A1	Standard	3	3	1	5039590	74.74	38.23
A1	Standard	3	3	1	5040580	74.95	37.79
A1	Standard	3	3	1	5041580	75.16	37.43
A1	Standard	3	3	1	5042570	75.38	37.09
A1	Standard	3	3	1	5043570	75.58	36.82
A1	Standard	3	3	1	5044560	75.77	36.40
A1	Standard	3	3	1	5045550	75.98	36.02
A1	Standard	3	3	1	5046560	76.19	35.69
A1	Standard	3	3	1	5047540	76.4	35.30
A1	Standard	3	3	1	5048540	76.59	34.89
A1	Standard	3	3	1	5049530	76.8	34.56
A1	Standard	3	3	1	5050520	77.04	34.16
A1	Standard	3	3	1	5051500	77.23	33.79
A1	Standard	3	3	1	5052500	77.41	33.43
A1	Standard	3	3	1	5053490	77.62	33.01
A1	Standard	3	3	1	5054480	77.84	32.71
A1	Standard	3	3	1	5055470	78.05	32.21
A1	Standard	3	3	1	5056460	78.26	31.87
A1	Standard	3	3	1	5057460	78.45	31.42
A1	Standard	3	3	1	5058450	78.66	31.00
A1	Standard	3	3	1	5059460	78.87	30.55
A1	Standard	3	3	1	5060470	79.09	30.14
A1	Standard	3	3	1	5061480	79.3	29.64
A1	Standard	3	3	1	5062490	79.47	29.18
A1	Standard	3	3	1	5063470	79.71	28.70
A1	Standard	3	3	1	5064490	79.94	28.29
A1	Standard	3	3	1	5065490	80.11	27.78
A1	Standard	3	3	1	5066480	80.29	27.26
A1	Standard	3	3	1	5067480	80.52	26.77
A1	Standard	3	3	1	5068480	80.75	26.24
A1	Standard	3	3	1	5069490	80.96	25.76
A1	Standard	3	3	1	5070500	81.16	25.24
A1	Standard	3	3	1	5071490	81.37	24.74
A1	Standard	3	3	1	5072490	81.58	24.27
A1	Standard	3	3	1	5073490	81.79	23.66
A1	Standard	3	3	1	5074480	81.98	23.02
A1	Standard	3	3	1	5075460	82.19	22.35
A1	Standard	3	3	1	5076460	82.41	21.55
A1	Standard	3	3	1	5077450	82.6	20.55
A1	Standard	3	3	1	5078460	82.81	19.28
A1	Standard	3	3	1	5079440	83	17.69
A1	Standard	3	3	1	5080430	83.22	15.55
A1	Standard	3	3	1	5081450	83.46	12.86
A1	Standard	3	3	1	5082460	83.68	9.84
A1	Standard	3	3	1	5083450	83.84	6.99
A1	Standard	3	3	1	5084460	84.06	4.60
A1	Standard	3	3	1	5085450	84.27	2.92
A1	Standard	3	3	1	5086440	84.5	2.01
A1	Standard	3	3	1	5087440	84.68	1.62
A1	Standard	3	3	1	5088430	84.87	1.48
A1	Standard	3	3	1	5089430	85.09	1.38
A1	Standard	3	3	1	5090410	85.31	1.34
A1	Standard	3	3	1	5091410	85.51	1.29
A1	Standard	3	3	1	5092400	85.69	1.28
A1	Standard	3	3	1	5093390	85.91	1.26
A1	Standard	3	3	1	5094370	86.11	1.25
A1	Standard	3	3	1	5095350	86.35	1.22
A1	Standard	3	3	1	5096340	86.54	1.22
A1	Standard	3	3	1	5097340	86.72	1.22
A1	Standard	3	3	1	5098340	86.96	1.21
A1	Standard	3	3	1	5099350	87.17	1.19
A1	Standard	3	3	1	5100340	87.35	1.17
A1	Standard	3	3	1	5101360	87.56	1.18
A1	Standard	3	3	1	5102360	87.78	1.16
A1	Standard	3	3	1	5103350	87.99	1.15
A1	Standard	3	3	1	5104350	88.2	1.16
A1	Standard	3	3	1	5105360	88.39	1.14
A1	Standard	3	3	1	5106350	88.57	1.13
A1	Standard	3	3	1	5107350	88.82	1.12
A1	Standard	3	3	1	5108350	89.04	1.11
A1	Standard	3	3	1	5109360	89.22	1.10
A1	Standard	3	3	1	5110360	89.43	1.09
A1	Standard	3	3	1	5111370	89.62	1.09
A1	Standard	3	3	1	5112360	89.87	1.09
A1	Standard	3	3	1	5113360	90.05	1.06
A1	Standard	3	3	1	5114350	90.27	1.05
A1	Standard	3	3	1	5115330	90.45	1.05
A1	Standard	3	3	1	5116330	90.67	1.05
A1	Standard	3	3	1	5117330	90.89	1.04
A1	Standard	3	3	1	5118350	91.1	1.04
A1	Standard	3	3	1	5119350	91.3	1.03
A1	Standard	3	3	1	5120340	91.48	1.04
A1	Standard	3	3	1	5121340	91.72	1.04
A1	Standard	3	3	1	5122330	91.92	1.04
A1	Standard	3	3	1	5123340	92.14	1.02
A1	Standard	3	3	1	5124320	92.35	1.00
A1	Standard	3	3	1	5125310	92.55	1.02
A1	Standard	3	3	1	5126290	92.73	1.00
A1	Standard	3	3	1	5127270	92.99	1.01
A1	Standard	3	3	1	5128270	93.16	0.99
A1	Standard	3	3	1	5129250	93.34	1.00
A1	Standard	3	3	1	5130260	93.57	0.99
A1	Standard	3	3	1	5131270	93.8	0.98
A1	Standard	3	3	1	5132280	93.98	0.99
A1	Standard	3	3	1	5133290	94.21	0.97
A1	Standard	3	3	1	5134280	94.37	0.98
A1	Standard	3	3	1	5135270	94.6	0.97
A1	Standard	3	3	1	5136260	94.83	0.97
A1	Standard	3	3	1	5137260	95.02	0.97
A1	Standard	3	3	1	5138270	95.22	0.95
A1	Standard	3	3	1	5139280	95.42	0.96
A1	Standard	3	3	1	5140270	95.65	0.96
A1	Standard	3	3	1	5141260	95.84	0.95
A1	Standard	3	3	1	5142250	96.07	0.95
A1	Standard	3	3	1	5143250	96.27	0.95
A1	Standard	3	3	1	5144250	96.47	0.95
A1	Standard	3	3	1	5145260	96.67	0.95
A2	Standard	2	3	1	414240	71.87	1.85
A2	Standard	2	3	2	516120	71.9	1.88
A2	Standard	2	3	3	618020	71.9	1.92
A2	Standard	2	3	4	719930	71.89	1.92
A2	Standard	2	3	5	821830	71.89	1.94
A2	Standard	2	3	6	923720	71.89	1.95
A2	Standard	2	3	7	1025620	71.92	1.96
A2	Standard	2	3	8	1127520	71.92	1.98
A2	Standard	2	3	9	1229420	71.88	1.98
A2	Standard	2	3	10	1331320	71.91	1.97
A2	Standard	2	3	11	1433220	71.91	2.00
A2	Standard	2	3	12	1535120	71.88	2.00
A2	Standard	2	3	13	1637030	71.91	2.01
A2	Standard	2	3	14	1739040	71.91	2.01
A2	Standard	2	3	15	1840940	71.91	2.03
A2	Standard	2	3	16	1942920	71.9	2.04
A2	Standard	2	3	17	2044830	71.9	2.06
A2	Standard	2	3	18	2146730	71.9	2.07
A2	Standard	2	3	19	2248630	71.9	2.12
A2	Standard	2	3	20	2350530	71.9	2.21
A2	Standard	2	3	21	2452430	71.9	2.37
A2	Standard	2	3	22	2554330	71.9	2.68
A2	Standard	2	3	23	2656230	71.9	3.24
A2	Standard	2	3	24	2758140	71.9	4.28
A2	Standard	2	3	25	2860030	71.9	6.09
A2	Standard	2	3	26	2961930	71.9	8.79
A2	Standard	2	3	27	3063830	71.89	12.12
A2	Standard	2	3	28	3165730	71.89	15.33
A2	Standard	2	3	29	3267630	71.89	18.22
A2	Standard	2	3	30	3369530	71.89	20.90
A2	Standard	2	3	31	3471420	71.89	23.39
A2	Standard	2	3	32	3573330	71.92	25.59
A2	Standard	2	3	33	3675230	71.89	27.64
A2	Standard	2	3	34	3777130	71.89	29.46
A2	Standard	2	3	35	3879030	71.89	31.15
A2	Standard	2	3	36	3980930	71.92	32.68
A2	Standard	2	3	37	4082830	71.89	34.07
A2	Standard	2	3	38	4184730	71.92	35.37
A2	Standard	2	3	39	4286630	71.92	36.56
A2	Standard	2	3	40	4388530	71.92	37.66
A2	Standard	2	3	41	4490440	71.89	38.59
A2	Standard	2	3	42	4592340	71.92	39.65
A2	Standard	2	3	43	4694230	71.88	40.47
A2	Standard	2	3	44	4796140	71.88	41.22
A2	Standard	2	3	45	4898040	71.91	41.97
A2	Standard	3	3	1	4991610	64.93	56.61
A2	Standard	3	3	1	4992600	64.71	56.89
A2	Standard	3	3	1	4993590	64.42	57.15
A2	Standard	3	3	1	4994590	64.71	57.08
A2	Standard	3	3	1	4995580	65.19	56.81
A2	Standard	3	3	1	4996570	65.56	56.34
A2	Standard	3	3	1	4997570	65.78	55.91
A2	Standard	3	3	1	4998580	66.05	55.34
A2	Standard	3	3	1	4999590	66.32	54.95
A2	Standard	3	3	1	5000580	66.56	54.49
A2	Standard	3	3	1	5001580	66.77	54.04
A2	Standard	3	3	1	5002600	67	53.61
A2	Standard	3	3	1	5003610	67.27	53.20
A2	Standard	3	3	1	5004610	67.47	52.81
A2	Standard	3	3	1	5005610	67.65	52.44
A2	Standard	3	3	1	5006610	67.9	51.90
A2	Standard	3	3	1	5007610	68.13	51.50
A2	Standard	3	3	1	5008620	68.31	51.11
A2	Standard	3	3	1	5009620	68.51	50.73
A2	Standard	3	3	1	5010620	68.71	50.33
A2	Standard	3	3	1	5011630	68.95	49.93
A2	Standard	3	3	1	5012630	69.17	49.62
A2	Standard	3	3	1	5013620	69.36	49.14
A2	Standard	3	3	1	5014610	69.57	48.75
A2	Standard	3	3	1	5015620	69.81	48.39
A2	Standard	3	3	1	5016620	70	47.96
A2	Standard	3	3	1	5017630	70.21	47.59
A2	Standard	3	3	1	5018610	70.39	47.21
A2	Standard	3	3	1	5019610	70.61	46.87
A2	Standard	3	3	1	5020610	70.82	46.38
A2	Standard	3	3	1	5021600	71.03	46.06
A2	Standard	3	3	1	5022600	71.19	45.59
A2	Standard	3	3	1	5023610	71.43	45.23
A2	Standard	3	3	1	5024610	71.66	44.79
A2	Standard	3	3	1	5025620	71.87	44.46
A2	Standard	3	3	1	5026610	72.08	44.04
A2	Standard	3	3	1	5027620	72.26	43.75
A2	Standard	3	3	1	5028600	72.46	43.39
A2	Standard	3	3	1	5029600	72.69	42.98
A2	Standard	3	3	1	5030590	72.86	42.49
A2	Standard	3	3	1	5031590	73.07	42.17
A2	Standard	3	3	1	5032590	73.27	41.80
A2	Standard	3	3	1	5033600	73.49	41.49
A2	Standard	3	3	1	5034590	73.73	41.13
A2	Standard	3	3	1	5035590	73.9	40.78
A2	Standard	3	3	1	5036610	74.13	40.23
A2	Standard	3	3	1	5037610	74.37	39.94
A2	Standard	3	3	1	5038600	74.54	39.58
A2	Standard	3	3	1	5039590	74.74	39.20
A2	Standard	3	3	1	5040580	74.95	38.92
A2	Standard	3	3	1	5041580	75.16	38.44
A2	Standard	3	3	1	5042570	75.38	38.06
A2	Standard	3	3	1	5043570	75.58	37.71
A2	Standard	3	3	1	5044560	75.77	37.39
A2	Standard	3	3	1	5045550	75.98	36.95
A2	Standard	3	3	1	5046560	76.19	36.63
A2	Standard	3	3	1	5047540	76.4	36.20
A2	Standard	3	3	1	5048540	76.59	35.84
A2	Standard	3	3	1	5049530	76.8	35.51
A2	Standard	3	3	1	5050520	77.04	35.13
A2	Standard	3	3	1	5051500	77.23	34.79
A2	Standard	3	3	1	5052500	77.41	34.43
A2	Standard	3	3	1	5053490	77.62	34.04
A2	Standard	3	3	1	5054480	77.84	33.63
A2	Standard	3	3	1	5055470	78.05	33.21
A2	Standard	3	3	1	5056460	78.26	32.76
A2	Standard	3	3	1	5057460	78.45	32.39
A2	Standard	3	3	1	5058450	78.66	31.96
A2	Standard	3	3	1	5059460	78.87	31.58
A2	Standard	3	3	1	5060470	79.09	31.12
A2	Standard	3	3	1	5061480	79.3	30.71
A2	Standard	3	3	1	5062490	79.47	30.24
A2	Standard	3	3	1	5063470	79.71	29.78
A2	Standard	3	3	1	5064490	79.94	29.31
A2	Standard	3	3	1	5065490	80.11	28.87
A2	Standard	3	3	1	5066480	80.29	28.47
A2	Standard	3	3	1	5067480	80.52	28.07
A2	Standard	3	3	1	5068480	80.75	27.73
A2	Standard	3	3	1	5069490	80.96	27.25
A2	Standard	3	3	1	5070500	81.16	26.73
A2	Standard	3	3	1	5071490	81.37	26.23
A2	Standard	3	3	1	5072490	81.58	25.61
A2	Standard	3	3	1	5073490	81.79	25.04
A2	Standard	3	3	1	5074480	81.98	24.42
A2	Standard	3	3	1	5075460	82.19	23.77
A2	Standard	3	3	1	5076460	82.41	23.03
A2	Standard	3	3	1	5077450	82.6	22.01
A2	Standard	3	3	1	5078460	82.81	20.85
A2	Standard	3	3	1	5079440	83	19.24
A2	Standard	3	3	1	5080430	83.22	17.25
A2	Standard	3	3	1	5081450	83.46	14.53
A2	Standard	3	3	1	5082460	83.68	11.56
A2	Standard	3	3	1	5083450	83.84	8.53
A2	Standard	3	3	1	5084460	84.06	5.76
A2	Standard	3	3	1	5085450	84.27	3.69
A2	Standard	3	3	1	5086440	84.5	2.41
A2	Standard	3	3	1	5087440	84.68	1.82
A2	Standard	3	3	1	5088430	84.87	1.54
A2	Standard	3	3	1	5089430	85.09	1.45
A2	Standard	3	3	1	5090410	85.31	1.38
A2	Standard	3	3	1	5091410	85.51	1.31
A2	Standard	3	3	1	5092400	85.69	1.30
A2	Standard	3	3	1	5093390	85.91	1.28
A2	Standard	3	3	1	5094370	86.11	1.29
A2	Standard	3	3	1	5095350	86.35	1.26
A2	Standard	3	3	1	5096340	86.54	1.25
A2	Standard	3	3	1	5097340	86.72	1.23
A2	Standard	3	3	1	5098340	86.96	1.22
A2	Standard	3	3	1	5099350	87.17	1.21
A2	Standard	3	3	1	5100340	87.35	1.19
A2	Standard	3	3	1	5101360	87.56	1.18
A2	Standard	3	3	1	5102360	87.78	1.16
A2	Standard	3	3	1	5103350	87.99	1.15
A2	Standard	3	3	1	5104350	88.2	1.15
A2	Standard	3	3	1	5105360	88.39	1.14
A2	Standard	3	3	1	5106350	88.57	1.13
A2	Standard	3	3	1	5107350	88.82	1.11
A2	Standard	3	3	1	5108350	89.04	1.12
A2	Standard	3	3	1	5109360	89.22	1.10
A2	Standard	3	3	1	5110360	89.43	1.11
A2	Standard	3	3	1	5111370	89.62	1.07
A2	Standard	3	3	1	5112360	89.87	1.11
A2	Standard	3	3	1	5113360	90.05	1.08
A2	Standard	3	3	1	5114350	90.27	1.08
A2	Standard	3	3	1	5115330	90.45	1.05
A2	Standard	3	3	1	5116330	90.67	1.06
A2	Standard	3	3	1	5117330	90.89	1.06
A2	Standard	3	3	1	5118350	91.1	1.05
A2	Standard	3	3	1	5119350	91.3	1.05
A2	Standard	3	3	1	5120340	91.48	1.03
A2	Standard	3	3	1	5121340	91.72	1.04
A2	Standard	3	3	1	5122330	91.92	1.03
A2	Standard	3	3	1	5123340	92.14	1.03
A2	Standard	3	3	1	5124320	92.35	1.01
A2	Standard	3	3	1	5125310	92.55	1.03
A2	Standard	3	3	1	5126290	92.73	1.02
A2	Standard	3	3	1	5127270	92.99	1.01
A2	Standard	3	3	1	5128270	93.16	1.00
A2	Standard	3	3	1	5129250	93.34	1.00
A2	Standard	3	3	1	5130260	93.57	1.00
A2	Standard	3	3	1	5131270	93.8	0.99
A2	Standard	3	3	1	5132280	93.98	1.00
A2	Standard	3	3	1	5133290	94.21	0.97
A2	Standard	3	3	1	5134280	94.37	0.98
A2	Standard	3	3	1	5135270	94.6	0.98
A2	Standard	3	3	1	5136260	94.83	0.98
A2	Standard	3	3	1	5137260	95.02	0.97
A2	Standard	3	3	1	5138270	95.22	0.97
A2	Standard	3	3	1	5139280	95.42	0.95
A2	Standard	3	3	1	5140270	95.65	0.96
A2	Standard	3	3	1	5141260	95.84	0.95
A2	Standard	3	3	1	5142250	96.07	0.97
A2	Standard	3	3	1	5143250	96.27	0.94
A2	Standard	3	3	1	5144250	96.47	0.94
A2	Standard	3	3	1	5145260	96.67	0.96
A3	Standard	2	3	1	414240	71.87	1.90
A3	Standard	2	3	2	516120	71.9	1.95
A3	Standard	2	3	3	618020	71.9	1.97
A3	Standard	2	3	4	719930	71.89	1.98
A3	Standard	2	3	5	821830	71.89	2.00
A3	Standard	2	3	6	923720	71.89	2.02
A3	Standard	2	3	7	1025620	71.92	2.02
A3	Standard	2	3	8	1127520	71.92	2.04
A3	Standard	2	3	9	1229420	71.88	2.04
A3	Standard	2	3	10	1331320	71.91	2.04
A3	Standard	2	3	11	1433220	71.91	2.05
A3	Standard	2	3	12	1535120	71.88	2.06
A3	Standard	2	3	13	1637030	71.91	2.08
A3	Standard	2	3	14	1739040	71.91	2.08
A3	Standard	2	3	15	1840940	71.91	2.10
A3	Standard	2	3	16	1942920	71.9	2.13
A3	Standard	2	3	17	2044830	71.9	2.13
A3	Standard	2	3	18	2146730	71.9	2.16
A3	Standard	2	3	19	2248630	71.9	2.20
A3	Standard	2	3	20	2350530	71.9	2.31
A3	Standard	2	3	21	2452430	71.9	2.47
A3	Standard	2	3	22	2554330	71.9	2.77
A3	Standard	2	3	23	2656230	71.9	3.33
A3	Standard	2	3	24	2758140	71.9	4.43
A3	Standard	2	3	25	2860030	71.9	6.27
A3	Standard	2	3	26	2961930	71.9	9.11
A3	Standard	2	3	27	3063830	71.89	12.57
A3	Standard	2	3	28	3165730	71.89	15.77
A3	Standard	2	3	29	3267630	71.89	18.73
A3	Standard	2	3	30	3369530	71.89	21.37
A3	Standard	2	3	31	3471420	71.89	23.87
A3	Standard	2	3	32	3573330	71.92	26.03
A3	Standard	2	3	33	3675230	71.89	28.10
A3	Standard	2	3	34	3777130	71.89	29.92
A3	Standard	2	3	35	3879030	71.89	31.57
A3	Standard	2	3	36	3980930	71.92	33.07
A3	Standard	2	3	37	4082830	71.89	34.41
A3	Standard	2	3	38	4184730	71.92	35.71
A3	Standard	2	3	39	4286630	71.92	36.87
A3	Standard	2	3	40	4388530	71.92	37.88
A3	Standard	2	3	41	4490440	71.89	38.90
A3	Standard	2	3	42	4592340	71.92	39.80
A3	Standard	2	3	43	4694230	71.88	40.58
A3	Standard	2	3	44	4796140	71.88	41.33
A3	Standard	2	3	45	4898040	71.91	42.05
A3	Standard	3	3	1	4991610	64.93	56.80
A3	Standard	3	3	1	4992600	64.71	57.02
A3	Standard	3	3	1	4993590	64.42	57.34
A3	Standard	3	3	1	4994590	64.71	57.23
A3	Standard	3	3	1	4995580	65.19	56.93
A3	Standard	3	3	1	4996570	65.56	56.40
A3	Standard	3	3	1	4997570	65.78	55.91
A3	Standard	3	3	1	4998580	66.05	55.49
A3	Standard	3	3	1	4999590	66.32	55.06
A3	Standard	3	3	1	5000580	66.56	54.57
A3	Standard	3	3	1	5001580	66.77	54.18
A3	Standard	3	3	1	5002600	67	53.74
A3	Standard	3	3	1	5003610	67.27	53.35
A3	Standard	3	3	1	5004610	67.47	52.92
A3	Standard	3	3	1	5005610	67.65	52.44
A3	Standard	3	3	1	5006610	67.9	52.00
A3	Standard	3	3	1	5007610	68.13	51.59
A3	Standard	3	3	1	5008620	68.31	51.22
A3	Standard	3	3	1	5009620	68.51	50.87
A3	Standard	3	3	1	5010620	68.71	50.42
A3	Standard	3	3	1	5011630	68.95	50.00
A3	Standard	3	3	1	5012630	69.17	49.66
A3	Standard	3	3	1	5013620	69.36	49.24
A3	Standard	3	3	1	5014610	69.57	48.88
A3	Standard	3	3	1	5015620	69.81	48.41
A3	Standard	3	3	1	5016620	70	48.11
A3	Standard	3	3	1	5017630	70.21	47.70
A3	Standard	3	3	1	5018610	70.39	47.35
A3	Standard	3	3	1	5019610	70.61	46.85
A3	Standard	3	3	1	5020610	70.82	46.62
A3	Standard	3	3	1	5021600	71.03	46.09
A3	Standard	3	3	1	5022600	71.19	45.73
A3	Standard	3	3	1	5023610	71.43	45.33
A3	Standard	3	3	1	5024610	71.66	44.91
A3	Standard	3	3	1	5025620	71.87	44.53
A3	Standard	3	3	1	5026610	72.08	44.09
A3	Standard	3	3	1	5027620	72.26	43.82
A3	Standard	3	3	1	5028600	72.46	43.42
A3	Standard	3	3	1	5029600	72.69	43.02
A3	Standard	3	3	1	5030590	72.86	42.70
A3	Standard	3	3	1	5031590	73.07	42.27
A3	Standard	3	3	1	5032590	73.27	41.91
A3	Standard	3	3	1	5033600	73.49	41.59
A3	Standard	3	3	1	5034590	73.73	41.14
A3	Standard	3	3	1	5035590	73.9	40.76
A3	Standard	3	3	1	5036610	74.13	40.34
A3	Standard	3	3	1	5037610	74.37	40.00
A3	Standard	3	3	1	5038600	74.54	39.61
A3	Standard	3	3	1	5039590	74.74	39.19
A3	Standard	3	3	1	5040580	74.95	38.81
A3	Standard	3	3	1	5041580	75.16	38.56
A3	Standard	3	3	1	5042570	75.38	38.05
A3	Standard	3	3	1	5043570	75.58	37.75
A3	Standard	3	3	1	5044560	75.77	37.36
A3	Standard	3	3	1	5045550	75.98	37.00
A3	Standard	3	3	1	5046560	76.19	36.66
A3	Standard	3	3	1	5047540	76.4	36.29
A3	Standard	3	3	1	5048540	76.59	35.87
A3	Standard	3	3	1	5049530	76.8	35.51
A3	Standard	3	3	1	5050520	77.04	35.13
A3	Standard	3	3	1	5051500	77.23	34.78
A3	Standard	3	3	1	5052500	77.41	34.37
A3	Standard	3	3	1	5053490	77.62	34.01
A3	Standard	3	3	1	5054480	77.84	33.53
A3	Standard	3	3	1	5055470	78.05	33.16
A3	Standard	3	3	1	5056460	78.26	32.73
A3	Standard	3	3	1	5057460	78.45	32.39
A3	Standard	3	3	1	5058450	78.66	31.96
A3	Standard	3	3	1	5059460	78.87	31.50
A3	Standard	3	3	1	5060470	79.09	31.05
A3	Standard	3	3	1	5061480	79.3	30.63
A3	Standard	3	3	1	5062490	79.47	30.13
A3	Standard	3	3	1	5063470	79.71	29.71
A3	Standard	3	3	1	5064490	79.94	29.21
A3	Standard	3	3	1	5065490	80.11	28.74
A3	Standard	3	3	1	5066480	80.29	28.24
A3	Standard	3	3	1	5067480	80.52	27.79
A3	Standard	3	3	1	5068480	80.75	27.26
A3	Standard	3	3	1	5069490	80.96	26.72
A3	Standard	3	3	1	5070500	81.16	26.23
A3	Standard	3	3	1	5071490	81.37	25.75
A3	Standard	3	3	1	5072490	81.58	25.22
A3	Standard	3	3	1	5073490	81.79	24.62
A3	Standard	3	3	1	5074480	81.98	24.07
A3	Standard	3	3	1	5075460	82.19	23.38
A3	Standard	3	3	1	5076460	82.41	22.57
A3	Standard	3	3	1	5077450	82.6	21.64
A3	Standard	3	3	1	5078460	82.81	20.48
A3	Standard	3	3	1	5079440	83	18.95
A3	Standard	3	3	1	5080430	83.22	16.91
A3	Standard	3	3	1	5081450	83.46	14.27
A3	Standard	3	3	1	5082460	83.68	11.30
A3	Standard	3	3	1	5083450	83.84	8.34
A3	Standard	3	3	1	5084460	84.06	5.65
A3	Standard	3	3	1	5085450	84.27	3.58
A3	Standard	3	3	1	5086440	84.5	2.38
A3	Standard	3	3	1	5087440	84.68	1.81
A3	Standard	3	3	1	5088430	84.87	1.58
A3	Standard	3	3	1	5089430	85.09	1.45
A3	Standard	3	3	1	5090410	85.31	1.41
A3	Standard	3	3	1	5091410	85.51	1.34
A3	Standard	3	3	1	5092400	85.69	1.32
A3	Standard	3	3	1	5093390	85.91	1.32
A3	Standard	3	3	1	5094370	86.11	1.31
A3	Standard	3	3	1	5095350	86.35	1.28
A3	Standard	3	3	1	5096340	86.54	1.28
A3	Standard	3	3	1	5097340	86.72	1.25
A3	Standard	3	3	1	5098340	86.96	1.25
A3	Standard	3	3	1	5099350	87.17	1.24
A3	Standard	3	3	1	5100340	87.35	1.24
A3	Standard	3	3	1	5101360	87.56	1.21
A3	Standard	3	3	1	5102360	87.78	1.21
